color;player name;platform;player id;car id;car name;game duration;score;goals;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken;result;source_file
blue;Agro;Steam;76561198071207779;23;Octane;279;1141;7;2;10;5;2;2;70.0;425;42.77;1877;1456;421;18;38;366;261;105;3;9;40.12;20.65;105;343;38;1472;359947;146.06;52.46;99.39;35.7;32.97;11.84;150.79;54.16;117.33;42.14;10.29;3.7;4.77;0.1;50;242.5;242.5;1491;1271;1719;224.79;80.74;53.62;19.26;168.53;60.53;109.88;39.47;109.56;39.35;112.35;40.35;56.5;20.29;0;0;winner;a21adaeb-55db-4cc4-8456-dabf8712a00f-players.csv
orange;jxyTIO;PS4;jxyTIO;4284;Fennec;279;531;2;2;5;10;7;7;40.0;444;41.62;1888;1358;530;15;47;313;192;121;2;10;38.64;24.5;119;156;7;1525;371320;137.53;49.51;95.44;34.36;44.8;16.13;155.28;55.9;118.49;42.66;4.0;1.44;3.03;0.09;34;242.7;242.7;2234;1516;2628;205.78;74.08;72.0;25.92;187.68;67.56;90.1;32.44;125.04;45.01;110.71;39.86;42.03;15.13;0;0;loser;a21adaeb-55db-4cc4-8456-dabf8712a00f-players.csv
blue;PozzSka;Steam;76561197993701008;4284;Fennec;374;1180;5;4;6;8;2;2;83.33;317;36.51;1827;1166;661;16;57;409;201;208;3;19;104.41;21.47;210;180;0;1453;493747;192.73;51.95;143.9;38.79;34.36;9.26;193.4;52.13;169.54;45.7;8.05;2.17;10.98;0.12;90;344.8;344.8;1866;1591;2241;286.51;77.23;84.48;22.77;242.63;65.4;128.37;34.6;174.57;47.06;118.46;31.93;77.96;21.01;1;1;winner;a36841fe-84e0-4c17-9115-7d072b5e7901-players.csv
orange;NolLiDangeS;PS4;NolLiDangeS;4284;Fennec;374;589;2;1;8;6;5;5;25.0;501;48.61;2991;2442;549;37;47;652;483;169;9;14;45.9;63.25;633;1207;416;1588;538725;163.53;44.19;136.96;37.01;69.61;18.81;195.57;52.84;148.57;40.14;25.96;7.01;9.11;0.12;75;348.5;348.5;1716;976;2250;261.84;70.75;108.26;29.25;228.89;61.85;141.21;38.15;160.79;43.45;129.03;34.86;80.28;21.69;1;1;loser;a36841fe-84e0-4c17-9115-7d072b5e7901-players.csv
blue;TTV.JackKnight;Epic;fd77809d06fb43248fce394dc2d0a948;4284;Fennec;499;1658;5;8;10;14;4;4;50.0;430;48.0;3617;2786;831;36;74;775;413;362;5;32;60.57;54.56;218;481;52;1583;724293;210.41;42.47;205.01;41.38;80.01;16.15;248.93;50.24;208.03;41.99;38.48;7.77;8.41;0.1;86;459.2;459.2;1747;1437;2067;388.2;78.35;107.24;21.65;303.23;61.2;192.21;38.8;222.68;44.95;164.52;33.21;108.23;21.85;0;1;winner;a52a2875-0b4a-4fd5-88c4-f796806a965c-players.csv
orange;King Sizzy;Epic;7097ee31b39645bda6a4990c1b1ffa2e;4284;Fennec;499;1270;4;5;14;10;5;5;28.57;548;48.38;4259;3401;858;43;77;1037;607;430;7;38;43.28;64.23;465;892;106;1694;780780;180.57;36.22;188.07;37.72;129.9;26.06;188.39;37.79;244.27;49.0;65.87;13.21;5.14;0.1;49;459.0;459.0;1417;932;1851;356.43;71.49;142.11;28.51;298.4;59.86;200.13;40.14;225.81;45.3;143.69;28.82;129.03;25.88;1;0;loser;a52a2875-0b4a-4fd5-88c4-f796806a965c-players.csv
blue;.;Steam;76561198426578850;23;Octane;251;515;2;1;5;7;5;5;40.0;470;46.05;1906;1467;439;17;40;523;396;127;5;12;24.5;22.54;320;132;30;1541;339474;122.09;48.9;75.37;30.19;52.2;20.91;128.15;51.33;112.75;45.16;8.76;3.51;2.17;0.11;20;221.5;221.5;1440;998;1891;183.63;73.55;66.03;26.45;153.42;61.45;96.24;38.55;102.27;40.96;91.29;36.57;56.1;22.47;1;0;loser;a58b4472-a848-4e81-a8a7-7443fb74de02-players.csv
orange;lLuiza RL;Epic;7dc165079fb349358b58831c9adc3ab2;4284;Fennec;251;807;5;1;7;5;2;2;71.43;423;44.23;1924;1456;468;19;44;366;228;138;3;14;21.65;20.64;190;463;71;1555;337675;113.93;46.1;81.96;33.16;51.27;20.74;125.79;50.89;110.92;44.88;10.45;4.23;3.87;0.15;26;221.5;221.5;1550;1697;1432;186.59;75.49;60.57;24.51;157.75;63.83;89.41;36.17;105.77;42.79;93.41;37.79;47.98;19.41;0;1;winner;a58b4472-a848-4e81-a8a7-7443fb74de02-players.csv
blue;MilsaOnTheDilsa;PS4;MilsaOnTheDilsa;23;Octane;449;1367;9;0;12;7;6;6;75.0;444;42.29;3037;2463;574;30;50;930;641;289;7;25;62.51;42.88;220;517;58;1453;553084;238.38;53.79;144.42;32.59;60.38;13.62;240.01;54.16;180.35;40.7;22.81;5.15;6.44;0.11;60;390.0;390.0;1475;1196;1821;350.62;79.11;92.56;20.89;244.6;55.2;198.51;44.8;190.81;43.05;130.08;29.35;122.29;27.59;1;0;winner;a59251e0-684c-4402-8669-46f0eaf58c7a-players.csv
orange;PozzSka;Steam;76561197993701008;4284;Fennec;449;1211;6;4;7;12;9;9;85.71;304;34.99;1870;1052;818;14;70;322;148;174;2;15;96.16;58.53;119;359;51;1406;537983;253.62;57.08;158.1;35.58;32.57;7.33;254.72;57.33;175.09;39.41;14.49;3.26;15.55;0.14;108;393.3;393.3;2665;1896;3155;327.68;73.75;116.62;26.25;308.88;69.52;135.41;30.48;227.1;51.11;151.18;34.03;66.02;14.86;0;1;loser;a59251e0-684c-4402-8669-46f0eaf58c7a-players.csv
blue;G.OLB;Epic;bb7d7846941944c79ab64a94ca5b04be;403;Dominus;346;982;4;3;7;8;4;4;57.14;597;43.17;2898;2390;508;27;45;983;794;189;9;17;42.24;55.69;580;313;105;1544;476425;163.38;47.7;118.22;34.51;60.94;17.79;157.09;45.86;153.01;44.67;32.43;9.47;5.43;0.1;56;312.7;312.7;1568;1235;2127;241.5;70.5;101.03;29.5;215.16;62.81;127.37;37.19;180.3;52.64;65.66;19.17;96.58;28.2;0;1;winner;a61f0716-ad92-46d5-aa32-5823801bd1e8-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;346;757;4;1;8;7;4;4;50.0;411;42.28;2116;1478;638;16;56;400;193;207;2;18;39.54;33.93;180;146;14;1531;476192;153.71;44.48;158.92;45.99;32.96;9.54;188.7;54.6;135.83;39.3;21.05;6.09;4.27;0.13;34;312.6;312.6;2313;2067;2444;255.21;73.85;90.38;26.15;207.62;60.08;137.96;39.92;156.07;45.16;97.0;28.07;92.52;26.77;1;0;winner;a61f0716-ad92-46d5-aa32-5823801bd1e8-players.csv
blue;Nitro;Steam;76561198828659770;4284;Fennec;409;1545;8;4;13;7;3;3;61.54;420;51.94;3104;2403;701;32;64;704;498;206;7;18;24.0;40.76;201;621;201;1561;566993;183.74;45.01;151.86;37.2;72.58;17.78;216.73;53.1;174.6;42.78;16.84;4.13;15.07;0.13;112;364.2;364.2;1926;1655;2129;310.62;76.1;97.56;23.9;249.33;61.08;158.84;38.92;189.95;46.54;119.2;29.2;99.03;24.26;1;0;winner;a78a2f55-abab-4b20-945b-09ff8de9a9c5-players.csv
orange;pr1sm;Steam;76561197996551578;4284;Fennec;409;831;3;2;7;13;8;8;42.86;369;43.65;2323;1685;638;22;57;680;486;194;7;18;47.64;36.85;396;518;213;1500;511608;206.18;51.65;141.44;35.43;51.55;12.91;210.85;52.82;176.17;44.13;12.15;3.04;4.24;0.08;51;358.0;358.0;2119;1620;2552;303.03;75.92;96.14;24.08;249.06;62.39;150.11;37.61;190.24;47.66;117.05;29.32;91.88;23.02;0;1;loser;a78a2f55-abab-4b20-945b-09ff8de9a9c5-players.csv
blue;ZaneStar^^;Steam;76561199006946826;23;Octane;218;317;1;1;4;7;5;5;25.0;463;50.64;1764;1470;294;17;28;198;74;124;1;11;23.91;24.09;200;160;5;1423;264896;114.62;52.89;59.79;27.59;42.3;19.52;95.37;44.01;107.29;49.51;14.06;6.49;22.52;1.07;21;197.2;197.2;2197;853;2716;151.91;70.1;64.81;29.9;142.47;65.74;74.24;34.26;94.53;43.62;76.33;35.22;45.85;21.16;0;0;loser;a7eacfc5-de59-4b03-aca4-7567082e33ed-players.csv
orange;King Sizzy;Epic;7097ee31b39645bda6a4990c1b1ffa2e;4284;Fennec;218;993;5;3;7;4;1;1;71.43;454;45.94;1476;1214;262;15;25;72;0;72;0;6;20.49;28.96;98;301;0;1552;277319;110.76;50.74;73.97;33.89;33.54;15.37;94.58;43.33;100.89;46.22;22.8;10.45;3.05;0.1;31;197.4;197.4;1712;1445;2444;183.1;83.88;35.18;16.12;146.75;67.23;71.52;32.77;108.2;49.57;68.91;31.57;41.16;18.86;0;0;winner;a7eacfc5-de59-4b03-aca4-7567082e33ed-players.csv
blue;Ken;Steam;76561199032500178;4284;Fennec;409;1058;5;3;8;10;6;6;62.5;482;43.25;2923;2184;739;27;67;903;561;342;7;32;54.78;61.93;338;365;85;1561;566470;193.46;47.33;132.52;32.42;82.73;20.24;189.53;46.37;188.92;46.22;30.26;7.4;15.83;0.14;111;365.2;365.2;1659;1257;2024;296.65;72.58;112.06;27.42;214.16;52.4;194.55;47.6;152.57;37.33;130.83;32.01;125.31;30.66;0;0;loser;a7fcb2b9-167e-4333-8f5e-64dceb7f34a0-players.csv
orange;hadi5013;PS4;hadi5013;23;Octane;409;1263;6;3;10;8;5;5;60.0;406;43.48;2636;2067;569;27;50;421;247;174;3;16;46.54;43.2;294;632;52;1429;517330;222.1;54.31;124.24;30.38;62.61;15.31;210.9;51.57;173.16;42.34;24.88;6.08;4.48;0.15;30;365.1;365.1;1704;1565;1830;328.6;80.35;80.34;19.65;286.34;70.02;122.6;29.98;217.35;53.15;116.07;28.38;75.53;18.47;0;0;winner;a7fcb2b9-167e-4333-8f5e-64dceb7f34a0-players.csv
blue;YAY I;Psynet;00697c575ae56030;4284;Fennec;318;417;1;1;5;11;6;6;20.0;413;33.67;2077;1617;460;18;40;322;198;124;2;11;105.42;23.68;205;94;1;1451;420801;164.47;51.93;116.45;36.77;35.82;11.31;159.78;50.45;140.48;44.35;16.47;5.2;2.6;0.1;25;289.2;289.2;1564;1086;1879;203.66;64.3;113.08;35.7;234.92;74.17;81.82;25.83;176.97;55.87;85.95;27.14;53.82;16.99;0;0;loser;a878a31c-3ff6-4edf-ad0f-b40d6e888a42-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;318;1123;6;2;11;5;1;1;54.55;367;56.13;1727;1204;523;19;48;643;338;305;6;28;21.33;42.32;181;490;236;1438;416733;159.13;50.11;126.74;39.91;31.67;9.97;176.85;55.69;132.28;41.66;8.41;2.65;3.58;0.22;16;289.1;289.1;1740;1474;2067;262.96;82.81;54.58;17.19;142.19;44.78;175.34;55.22;97.11;30.58;97.88;30.82;122.55;38.59;0;0;winner;a878a31c-3ff6-4edf-ad0f-b40d6e888a42-players.csv
blue;Speedy_Clash;Epic;16042b22e7cb4e66a0e654dc98f76715;23;Octane;388;571;1;4;3;14;8;8;33.33;365;35.97;2215;1682;533;20;45;376;191;185;2;16;100.47;45.36;69;321;8;1443;487611;196.54;51.05;154.47;40.12;33.97;8.82;224.42;58.29;151.59;39.38;8.97;2.33;1.5;0.09;16;355.1;355.1;2124;1459;2368;248.21;64.47;136.77;35.53;291.56;75.73;93.42;24.27;233.92;60.76;96.63;25.1;54.42;14.14;2;1;loser;a8da448f-9541-4e26-97c6-5e50e10245f2-players.csv
orange;LiLOGEZY;Epic;940d1067d5154e3e8d1c8173a89b67da;23;Octane;388;1617;8;2;14;3;1;1;57.14;468;52.23;2847;2321;526;28;47;1603;1352;251;16;23;47.16;39.23;183;265;138;1383;474315;209.84;55.02;137.16;35.96;34.4;9.02;160.68;42.13;163.58;42.89;57.14;14.98;3.77;0.09;42;351.3;351.3;1213;1060;1626;310.96;81.53;70.44;18.47;147.95;38.79;233.45;61.21;112.15;29.4;87.66;22.98;181.59;47.61;1;2;winner;a8da448f-9541-4e26-97c6-5e50e10245f2-players.csv
blue;"able (~);}";Steam;76561199030278914;4284;Fennec;191;910;6;2;7;3;2;2;85.71;433;42.59;1435;1041;394;13;34;697;493;204;6;17;23.99;17.16;52;143;55;1534;246620;98.37;51.48;63.08;33.01;29.62;15.5;105.47;55.2;83.8;43.86;1.8;0.94;2.68;0.08;33;158.4;158.4;2182;2393;1858;165.89;86.82;25.18;13.18;103.17;54.0;87.9;46.0;73.05;38.23;63.39;33.18;54.63;28.59;0;0;winner;aa026837-6016-4877-b7a6-9156a29b22ec-players.csv
orange;PlayBoiEXD;Epic;e7d9903a58cd41a7941ee11f9db0002f;4284;Fennec;191;300;2;0;3;7;6;6;66.67;460;34.92;1153;859;294;10;26;123;100;23;1;2;41.75;18.86;224;140;0;1421;229143;104.45;54.71;62.93;32.96;23.55;12.33;95.03;49.77;90.93;47.62;4.97;2.6;2.57;0.14;19;158.4;158.4;2083;1298;2490;119.54;62.61;71.39;37.39;138.86;72.74;52.04;27.26;99.58;52.16;71.35;37.37;20.0;10.48;0;0;loser;aa026837-6016-4877-b7a6-9156a29b22ec-players.csv
blue;sh6kz2.0;Epic;c7f52fb608a042d38678eb1617b1f21c;23;Octane;108;36;0;0;0;1;1;1;0.0;228;68.5;477;339;138;7;12;47;0;47;0;4;2.74;23.62;0;366;0;1260;126557;66.7;61.7;38.22;35.35;3.19;2.95;32.73;30.27;64.27;59.45;11.11;10.28;0.52;0.07;7;104.2;104.2;2319;1109;2932;73.53;68.01;34.58;31.99;89.52;82.8;18.59;17.2;66.91;61.89;31.57;29.2;9.63;8.91;0;0;loser;aa98d525-e7a3-4757-8a99-584e3c0f2b74-players.csv
orange;Pat;Steam;76561198863718697;4284;Fennec;108;150;1;0;1;0;0;0;100.0;197;57.75;410;300;110;4;11;115;100;15;1;2;4.13;46.55;0;121;9;1159;113686;83.22;77.59;23.9;22.28;0.14;0.13;47.14;43.95;49.29;45.95;10.84;10.11;2.12;0.15;14;104.9;104.9;2318;1285;4090;83.65;77.97;23.63;22.03;61.76;57.57;45.51;42.43;38.02;35.44;50.63;47.2;18.62;17.36;0;0;winner;aa98d525-e7a3-4757-8a99-584e3c0f2b74-players.csv
blue;Hubrt;Epic;cc6892cd86d942928e5619a075023031;4284;Fennec;428;1368;7;4;11;10;6;6;63.64;500;40.85;3381;2715;666;31;61;516;287;229;3;19;61.77;30.93;274;397;12;1552;574580;196.07;46.39;148.42;35.12;78.15;18.49;181.99;43.06;219.09;51.84;21.57;5.1;7.19;0.11;63;379.5;379.5;1602;1332;1867;315.51;74.65;107.13;25.35;260.97;61.75;161.66;38.25;177.94;42.1;159.38;37.71;85.32;20.19;1;1;winner;ab25cc0d-4775-4d22-9a2d-480fa204292d-players.csv
orange;.;Steam;76561198426578850;23;Octane;428;1237;6;5;10;11;7;7;60.0;432;42.02;2864;2106;758;26;71;325;74;251;1;23;33.42;40.84;401;199;25;1517;561840;214.56;50.7;120.4;28.45;88.23;20.85;219.96;51.98;187.74;44.36;15.49;3.66;3.13;0.1;30;376.1;376.1;1614;1309;1898;327.62;77.42;95.56;22.58;285.95;67.57;137.23;32.43;192.08;45.39;151.99;35.92;79.11;18.69;1;1;loser;ab25cc0d-4775-4d22-9a2d-480fa204292d-players.csv
blue;BeastlyHogz;Steam;76561199042578722;4284;Fennec;484;1760;9;5;10;13;8;8;90.0;428;38.26;2967;2192;775;25;68;516;336;180;5;16;78.02;49.14;426;312;167;1483;611395;245.49;51.19;181.68;37.88;52.42;10.93;274.14;57.16;181.76;37.9;23.69;4.94;3.73;0.15;25;417.3;417.3;1992;1539;2393;358.78;74.81;120.83;25.19;308.43;64.31;171.17;35.69;229.71;47.9;136.67;28.5;113.22;23.61;0;1;winner;abc5fff3-e4f1-41c9-9e4e-01c98aa58ec9-players.csv
orange;SC156;Epic;4e67f3631a834088a32924e3f82fc9ad;23;Octane;484;1352;8;1;13;10;9;9;61.54;431;42.26;3268;2610;658;30;64;1050;832;218;9;19;34.06;38.86;365;354;22;1462;595686;255.55;53.05;176.34;36.61;49.84;10.35;250.99;52.1;213.26;44.27;17.48;3.63;7.87;0.13;59;417.5;417.5;1581;1435;1759;358.55;74.43;123.19;25.57;285.73;59.31;196.01;40.69;216.71;44.99;140.24;29.11;124.78;25.9;1;0;loser;abc5fff3-e4f1-41c9-9e4e-01c98aa58ec9-players.csv
blue;StoneAsh00;XBox;b2d6388bf7010900;4284;Fennec;381;932;3;3;9;7;3;3;33.33;460;50.47;2810;2132;678;25;63;551;284;267;3;26;52.47;22.01;330;389;28;1492;501636;177.81;48.39;135.37;36.84;54.28;14.77;220.47;60.0;134.84;36.7;12.15;3.31;7.82;0.16;49;351.3;351.3;1742;1430;2046;264.91;72.09;102.55;27.91;219.65;59.78;147.81;40.22;167.04;45.46;103.95;28.29;96.47;26.25;1;4;winner;ac7022c4-8904-42d5-be7b-b443f9d4aceb-players.csv
orange;Menina;Steam;76561198350551361;4284;Fennec;381;853;3;3;7;9;3;3;42.86;434;46.81;2468;1870;598;23;55;783;565;218;7;19;31.82;46.7;596;351;85;1446;501991;191.28;50.68;128.94;34.16;57.19;15.15;213.71;56.63;151.16;40.05;12.54;3.32;7.61;0.11;68;351.4;351.4;1676;1513;1859;281.19;74.51;96.22;25.49;225.46;59.74;151.95;40.26;179.04;47.44;98.9;26.2;99.48;26.36;4;1;winner;ac7022c4-8904-42d5-be7b-b443f9d4aceb-players.csv
blue;TTV.B3rbyy;Epic;a42832ed78fd4e589688f75ce74d3820;4284;Fennec;362;821;2;5;5;10;4;4;40.0;411;51.32;2620;2140;480;31;44;623;386;237;5;20;34.56;48.82;298;981;113;1445;475332;184.52;51.92;108.76;30.6;62.1;17.47;175.06;49.26;160.09;45.05;20.23;5.69;9.06;0.09;99;335.8;335.8;1399;1011;1808;273.53;76.97;81.85;23.03;189.43;53.3;165.95;46.7;138.99;39.11;111.07;31.25;105.32;29.64;0;2;loser;ad14e365-ffa8-46a5-9040-2332e96076f3-players.csv
orange;JT;Steam;76561198265434260;4284;Fennec;362;992;4;2;10;5;2;2;40.0;455;43.16;2566;1923;643;26;59;501;214;287;3;24;40.09;56.03;295;484;29;1467;488801;182.6;50.52;123.2;34.08;55.67;15.4;188.9;52.26;152.02;42.05;20.56;5.69;6.93;0.09;73;351.0;351.0;1579;1218;1885;283.96;78.56;77.51;21.44;232.87;64.42;128.6;35.58;178.73;49.45;105.99;29.32;76.74;21.23;2;0;winner;ad14e365-ffa8-46a5-9040-2332e96076f3-players.csv
blue;Reset Musty |;Epic;b28a4db6c97244c8bf4213307da15031;4284;Fennec;352;698;2;1;6;8;4;4;33.33;557;48.02;3122;2690;432;31;37;655;570;85;6;7;49.58;53.42;316;409;29;1625;527292;138.51;39.34;147.68;41.95;65.89;18.71;156.02;44.31;157.58;44.76;38.48;10.93;3.27;0.12;28;326.3;326.3;1457;866;2135;203.58;57.82;148.49;42.18;216.39;61.46;135.68;38.54;160.6;45.61;114.84;32.62;76.64;21.77;1;0;loser;ad2ab3dd-3c2e-4f55-80ea-dacc6d943b68-players.csv
orange;PozzSka;Steam;76561197993701008;4284;Fennec;352;818;4;2;8;6;2;2;50.0;352;38.91;2086;1468;618;17;56;566;298;268;3;26;55.29;47.08;185;87;10;1469;471676;172.55;49.44;129.41;37.08;47.04;13.48;196.83;56.4;140.76;40.33;11.42;3.27;15.72;0.16;96;330.4;330.4;2296;1511;2957;275.34;78.89;73.66;21.11;195.78;56.1;153.22;43.9;144.1;41.29;94.23;27.0;110.68;31.71;0;1;winner;ad2ab3dd-3c2e-4f55-80ea-dacc6d943b68-players.csv
blue;Kaji;Steam;76561199017891814;4284;Fennec;449;1506;6;6;13;10;5;5;46.15;352;45.87;2766;2094;672;26;61;660;419;241;5;21;48.61;51.05;162;523;83;1439;572376;249.65;56.07;140.07;31.46;55.51;12.47;238.52;53.57;189.12;42.48;17.6;3.95;10.91;0.17;66;401.9;401.9;1398;1236;1546;361.29;81.15;83.94;18.85;278.15;62.47;167.08;37.53;189.73;42.61;147.51;33.13;108.0;24.26;0;1;winner;ae13eaee-b238-4f6d-b9e9-cd1a40987348-players.csv
orange;Javapapa;XBox;c9e0210500000900;4284;Fennec;449;1054;5;2;10;13;6;6;50.0;347;45.97;2585;2030;555;25;53;466;374;92;5;9;69.79;51.49;288;503;125;1382;555513;263.49;58.76;136.76;30.5;48.13;10.73;251.16;56.01;182.8;40.77;14.42;3.22;6.11;0.09;66;401.7;401.7;1537;1311;1683;355.0;79.17;93.38;20.83;297.56;66.36;150.81;33.64;215.43;48.05;141.5;31.56;91.45;20.4;1;0;loser;ae13eaee-b238-4f6d-b9e9-cd1a40987348-players.csv
blue;Dunk;Steam;76561198132806827;23;Octane;417;1052;7;1;7;7;5;5;100.0;409;48.57;3156;2468;688;34;65;709;505;204;7;19;31.06;59.67;289;924;184;1483;543007;201.47;48.49;164.07;39.49;49.97;12.03;242.35;58.32;162.73;39.16;10.44;2.51;8.48;0.13;64;368.2;368.2;2150;1764;2413;351.1;84.5;64.41;15.5;244.13;58.75;171.38;41.25;167.99;40.43;146.97;35.37;100.55;24.2;0;0;winner;ae85629a-ff2c-4861-999e-22dd50067cb1-players.csv
orange;Exal;Steam;76561198288727502;4284;Fennec;417;985;5;1;7;7;7;7;71.43;447;42.51;2787;1977;810;23;73;647;435;212;5;19;50.55;28.42;220;322;64;1502;551590;208.04;50.0;151.38;36.38;56.65;13.62;224.11;53.86;176.76;42.48;15.21;3.66;10.35;0.09;116;369.0;369.0;1548;1239;1946;282.87;67.98;133.21;32.02;284.11;68.28;131.97;31.72;204.2;49.08;136.84;32.89;75.04;18.03;0;0;loser;ae85629a-ff2c-4861-999e-22dd50067cb1-players.csv
blue;Twitch Rin;Epic;30a2677dbf264cae8142942418a493f0;4284;Fennec;369;533;1;2;6;9;6;6;16.67;402;37.32;2189;1556;633;18;57;519;198;321;2;28;60.55;31.07;327;182;1;1423;469413;194.71;53.66;122.14;33.66;46.0;12.68;196.15;54.06;155.57;42.87;11.13;3.07;5.17;0.16;32;347.4;347.4;1586;1296;1814;244.84;67.48;118.0;32.52;218.63;60.26;144.21;39.74;170.0;46.85;102.42;28.23;90.42;24.92;2;2;loser;af194741-f793-4189-9f08-ab2248d5348f-players.csv
orange;CoopTheHoop123;Epic;247276de7144441ab4c2244a44c18caf;4284;Fennec;369;1108;6;1;9;6;1;1;66.67;475;48.76;2614;1973;641;29;58;605;411;194;5;20;33.06;48.86;496;860;88;1462;479028;176.66;49.04;132.94;36.91;50.62;14.05;219.05;60.81;122.72;34.07;18.45;5.12;6.87;0.13;53;339.7;339.7;1452;1325;1603;266.12;73.88;94.1;26.12;220.78;61.29;139.45;38.71;160.42;44.54;98.17;27.25;101.62;28.21;2;2;winner;af194741-f793-4189-9f08-ab2248d5348f-players.csv
blue;PozzSka;Steam;76561197993701008;4284;Fennec;434;1096;4;4;8;12;5;5;50.0;382;36.65;2600;1756;844;21;69;440;262;178;4;16;113.2;48.36;141;323;137;1559;609081;182.17;42.28;186.55;43.3;62.1;14.41;229.82;53.34;187.15;43.44;13.85;3.21;13.82;0.13;107;394.7;394.7;2183;1234;2641;321.51;74.63;109.31;25.37;274.67;63.76;156.15;36.24;199.93;46.41;137.01;31.8;93.88;21.79;2;1;loser;b0b6885c-37ff-4c0d-9da0-2464b801a7cd-players.csv
orange;Quancy.;Epic;53bee21556164160b32aff6ad694da53;4284;Fennec;434;1340;5;4;12;8;4;4;41.67;480;48.43;3108;2583;525;34;47;717;510;207;6;18;43.18;55.32;180;736;89;1571;612782;189.58;44.3;165.81;38.75;72.51;16.95;201.21;47.02;197.03;46.05;29.64;6.93;6.41;0.1;64;402.0;402.0;1470;1209;1966;305.35;71.36;122.54;28.64;254.33;59.44;173.56;40.56;176.07;41.15;144.6;33.79;107.22;25.06;1;2;winner;b0b6885c-37ff-4c0d-9da0-2464b801a7cd-players.csv
blue;I miss open nets;Steam;76561198828181279;23;Octane;541;1477;9;2;16;12;9;9;56.25;407;36.93;3375;2488;887;30;72;473;302;171;4;15;87.52;50.71;410;458;97;1420;652784;303.37;56.68;177.19;33.1;54.71;10.22;315.99;59.03;207.74;38.81;11.54;2.16;9.62;0.1;94;466.6;466.6;1944;1628;2270;398.64;74.47;136.63;25.53;353.61;66.06;181.66;33.94;271.99;50.81;169.1;31.59;94.18;17.59;0;1;winner;b0f88d1d-da68-4fee-8b99-75bd619df665-players.csv
orange;L-_-S-B;PS4;L-_-S-B;4284;Fennec;541;1769;9;6;12;16;9;9;75.0;374;37.43;2806;1963;843;23;66;576;296;280;4;24;57.61;57.39;325;264;103;1524;706366;276.87;51.32;190.34;35.28;72.26;13.39;309.48;57.37;210.2;38.96;19.79;3.67;7.19;0.09;82;467.4;467.4;2134;1846;2435;429.84;79.68;109.63;20.32;324.57;60.16;214.9;39.84;239.63;44.42;172.73;32.02;127.1;23.56;1;0;winner;b0f88d1d-da68-4fee-8b99-75bd619df665-players.csv
blue;Mr Giyu!!!;Steam;76561198784847286;4284;Fennec;422;1555;8;2;14;9;4;4;57.14;360;40.76;2077;1615;462;18;47;478;335;143;4;12;17.21;14.58;123;198;64;1363;495808;230.5;55.76;144.4;34.93;38.51;9.32;190.1;45.98;213.28;51.59;10.03;2.43;26.49;0.11;250;377.2;377.2;1557;1251;1914;312.6;75.62;100.81;24.38;235.25;56.9;178.17;43.1;157.68;38.14;133.54;32.3;122.19;29.56;0;0;winner;b16382e5-8fb7-42dc-8848-d6382fb490c3-players.csv
orange;ADD4BOOSTING;Epic;0ac4f5a77d134deb8d85e123bf7c6a3c;23;Octane;422;1124;4;5;9;14;8;8;44.44;417;44.67;2647;1999;648;22;51;496;289;207;3;19;32.11;14.45;184;203;20;1450;536752;222.99;53.24;145.2;34.67;50.61;12.08;168.36;40.2;224.23;53.54;26.19;6.25;9.47;0.06;161;377.2;377.2;1590;1147;1951;312.29;74.57;106.5;25.43;274.03;65.43;144.76;34.57;205.31;49.03;118.18;28.22;95.29;22.75;0;0;loser;b16382e5-8fb7-42dc-8848-d6382fb490c3-players.csv
blue;"able (~);}";Steam;76561199030278914;4284;Fennec;425;1218;7;1;15;8;6;6;46.67;406;38.67;2654;1794;860;22;76;861;409;452;5;40;62.97;31.19;451;281;90;1521;560968;210.21;49.94;149.27;35.47;61.41;14.59;252.12;59.9;159.32;37.85;9.45;2.25;6.5;0.07;90;373.5;373.5;2011;1654;2313;311.21;73.94;109.68;26.06;219.41;52.13;201.48;47.87;161.0;38.25;134.27;31.9;125.63;29.85;0;1;winner;b1acd77f-8fd0-4bbd-b960-021c6b76e131-players.csv
